Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption	HasSixToes
NA20752	TSI	EUR	false	false	4	false
NA20753	TSI	EUR	true	true	7	false
NA20754	TSI	EUR	false	true	3	false
NA20755	TSI	EUR	false	true	2	false
NA20756	TSI	EUR	true	true	1	false
NA20757	TSI	EUR	true	false	3	false
NA20758	TSI	EUR	false	false	5	false
NA20759	TSI	EUR	false	true	4	false
NA20760	TSI	EUR	true	false	4	false
NA20761	TSI	EUR	true	true	2	false
NA20762	TSI	EUR	false	false	5	false
NA20763	TSI	EUR	false	true	1	false
NA20764	TSI	EUR	true	false	2	false
NA20765	TSI	EUR	false	false	4	false
NA20766	TSI	EUR	true	true	3	false
NA20767	TSI	EUR	false	true	4	false
NA20768	TSI	EUR	true	false	3	false
NA20769	TSI	EUR	true	false	2	false
NA20770	TSI	EUR	false	false	2	false
NA20771	TSI	EUR	true	true	9	false
NA20772	TSI	EUR	true	false	2	false
NA20773	TSI	EUR	true	true	3	false
NA20774	TSI	EUR	true	true	4	false
NA20775	TSI	EUR	true	false	5	false
NA20778	TSI	EUR	false	false	2	false
NA20783	TSI	EUR	false	true	3	false
NA20785	TSI	EUR	false	true	2	false
NA20786	TSI	EUR	true	true	4	false
NA20787	TSI	EUR	false	true	1	false
NA20790	TSI	EUR	true	true	5	false
NA20792	TSI	EUR	false	false	6	false
NA20795	TSI	EUR	true	true	2	false
NA20796	TSI	EUR	false	false	5	false
NA20797	TSI	EUR	true	false	3	false
NA20798	TSI	EUR	false	true	4	true
NA20799	TSI	EUR	true	true	4	false
NA20800	TSI	EUR	true	true	2	false
NA20801	TSI	EUR	false	false	5	false
NA20802	TSI	EUR	true	false	3	false
NA20803	TSI	EUR	false	false	2	false
NA20804	TSI	EUR	true	true	5	false
NA20805	TSI	EUR	false	true	4	false
NA20806	TSI	EUR	false	true	4	false
NA20807	TSI	EUR	true	true	4	false
NA20808	TSI	EUR	true	false	4	false
NA20809	TSI	EUR	false	true	3	false
NA20810	TSI	EUR	false	true	4	false
NA20811	TSI	EUR	false	true	5	false
NA20812	TSI	EUR	false	true	7	false
NA20813	TSI	EUR	true	true	5	false
NA20814	TSI	EUR	false	false	4	false
NA20815	TSI	EUR	false	false	3	false
NA20816	TSI	EUR	false	false	6	false
NA20818	TSI	EUR	true	true	4	false
NA20819	TSI	EUR	true	true	5	false
NA20821	TSI	EUR	true	true	3	false
NA20822	TSI	EUR	true	true	7	false
NA20826	TSI	EUR	true	true	6	false
NA20827	TSI	EUR	false	false	6	false
NA20828	TSI	EUR	true	true	4	false
NA20829	TSI	EUR	false	true	5	false
NA20831	TSI	EUR	false	false	2	false
NA20832	TSI	EUR	true	true	5	false
NA20845	GIH	SAS	false	true	4	false
NA20846	GIH	SAS	false	true	4	false
NA20847	GIH	SAS	true	true	4	false
NA20849	GIH	SAS	true	true	7	false
NA20850	GIH	SAS	false	true	4	false
NA20851	GIH	SAS	true	true	3	false
NA20852	GIH	SAS	false	false	4	false
NA20853	GIH	SAS	true	true	8	false
NA20854	GIH	SAS	true	false	2	false
NA20856	GIH	SAS	true	true	3	false
NA20858	GIH	SAS	false	true	7	false
NA20859	GIH	SAS	true	true	7	false
NA20861	GIH	SAS	false	true	3	false
NA20862	GIH	SAS	true	true	0	false
NA20863	GIH	SAS	false	false	5	false
NA20864	GIH	SAS	false	true	4	false
NA20866	GIH	SAS	false	true	4	false
NA20867	GIH	SAS	false	false	3	false
NA20868	GIH	SAS	true	true	6	false
NA20869	GIH	SAS	true	false	5	false
NA20870	GIH	SAS	false	true	2	false
NA20871	GIH	SAS	false	false	4	false
NA20872	GIH	SAS	true	true	4	false
NA20873	GIH	SAS	false	true	8	false
NA20874	GIH	SAS	true	false	4	false
NA20875	GIH	SAS	true	true	3	false
NA20876	GIH	SAS	true	false	7	false
NA20877	GIH	SAS	true	false	4	false
NA20878	GIH	SAS	true	false	1	false
NA20879	GIH	SAS	true	true	6	false
NA20881	GIH	SAS	true	false	3	false
NA20882	GIH	SAS	true	false	1	false
NA20883	GIH	SAS	false	true	4	false
NA20884	GIH	SAS	false	false	5	false
NA20885	GIH	SAS	false	true	5	false
NA20886	GIH	SAS	true	false	3	false
NA20887	GIH	SAS	false	true	6	false
NA20888	GIH	SAS	true	true	5	false
NA20889	GIH	SAS	false	true	1	false
NA20890	GIH	SAS	false	true	2	false
NA20891	GIH	SAS	false	true	3	false
NA20892	GIH	SAS	true	true	4	false
NA20893	GIH	SAS	true	false	2	false
NA20894	GIH	SAS	true	true	6	false
NA20895	GIH	SAS	false	true	7	false
NA20896	GIH	SAS	true	true	1	false
NA20897	GIH	SAS	false	true	2	false
NA20898	GIH	SAS	false	true	2	false
NA20899	GIH	SAS	true	false	4	false
NA20900	GIH	SAS	true	true	5	true
NA20901	GIH	SAS	false	true	2	false
NA20902	GIH	SAS	true	true	5	false
NA20903	GIH	SAS	false	true	3	false
NA20904	GIH	SAS	false	false	3	false
NA20905	GIH	SAS	false	true	4	false
NA20906	GIH	SAS	true	true	4	true
NA20907	GIH	SAS	true	true	3	false
NA20908	GIH	SAS	true	true	3	false
NA20909	GIH	SAS	false	false	5	false
NA20910	GIH	SAS	true	false	5	false
NA20911	GIH	SAS	false	false	5	false
NA21086	GIH	SAS	true	true	3	false
NA21087	GIH	SAS	false	true	4	false
NA21088	GIH	SAS	true	false	2	false
NA21089	GIH	SAS	true	true	0	false
NA21090	GIH	SAS	false	true	3	false
NA21091	GIH	SAS	false	true	3	false
NA21092	GIH	SAS	false	true	6	false
NA21093	GIH	SAS	false	true	5	false
NA21094	GIH	SAS	false	false	4	false
NA21095	GIH	SAS	false	true	6	false
NA21097	GIH	SAS	true	true	2	false
NA21098	GIH	SAS	false	true	3	false
NA21099	GIH	SAS	false	true	3	false
NA21100	GIH	SAS	false	false	4	false
NA21101	GIH	SAS	true	false	6	false
NA21102	GIH	SAS	true	true	6	false
NA21103	GIH	SAS	true	false	5	false
NA21104	GIH	SAS	false	true	5	false
NA21105	GIH	SAS	false	true	4	false
NA21106	GIH	SAS	true	true	4	false
NA21107	GIH	SAS	false	true	4	false
NA21108	GIH	SAS	true	false	6	false
NA21109	GIH	SAS	false	false	5	false
NA21110	GIH	SAS	true	true	5	false
NA21111	GIH	SAS	false	true	4	false
NA21112	GIH	SAS	false	false	2	true
NA21113	GIH	SAS	false	true	4	false
NA21114	GIH	SAS	false	true	6	false
NA21115	GIH	SAS	false	false	4	false
NA21116	GIH	SAS	false	true	4	false
NA21117	GIH	SAS	false	false	7	false
NA21118	GIH	SAS	false	false	6	false
NA21119	GIH	SAS	false	true	3	true
NA21120	GIH	SAS	true	true	6	false
NA21121	GIH	SAS	true	true	1	false
NA21122	GIH	SAS	true	true	5	false
NA21123	GIH	SAS	false	true	1	false
NA21124	GIH	SAS	false	true	2	false
NA21125	GIH	SAS	true	false	6	false
NA21126	GIH	SAS	false	false	0	false
NA21127	GIH	SAS	false	true	4	false
NA21128	GIH	SAS	false	true	6	false
NA21129	GIH	SAS	false	false	2	false
NA21130	GIH	SAS	false	true	5	false
NA21133	GIH	SAS	false	true	5	false
NA21134	GIH	SAS	false	true	3	false
NA21135	GIH	SAS	false	true	6	false
NA21137	GIH	SAS	true	false	1	false
NA21141	GIH	SAS	true	true	2	false
NA21142	GIH	SAS	true	true	2	false
NA21143	GIH	SAS	true	true	5	false
NA21144	GIH	SAS	true	false	3	false
